Title,Word Frequency,Sentiment,Length,Number of Characters,Entity Frequency,Topics,Genres
MADAME WEB –,"{'.': 36, 'you': 23, '?': 20, '♪': 15, 'do': 12, 'i': 11, 'me': 10, 'the': 10, 'want': 7, ""'s"": 7, ',': 7, 'what': 6, 'that': 6, 'to': 6, 'is': 6, 'from': 5, '!': 5, 'of': 5, 'he': 5, '♪what': 5, 'get': 4, '(': 4, ')': 4, 'a': 4, 'was': 4, 'future': 4, 'new': 4, ""n't"": 4, 'why': 3, 'on': 3, 'screaming': 3, 'my': 3, 'trying': 3, 'who': 3, 'it': 3, 'think': 3, 'see': 3, 'she': 3, ""'re"": 3, '♪why': 3, 'care': 2, 'for': 2, 'come': 2, 'your': 2, 'let': 2, 'go': 2, ""'m"": 2, 'gon': 2, 'na': 2, 'out': 2, '...': 2, '’': 2, ""'ve"": 2, 'york': 2, 'city': 2, 'whole': 2, 'level': 2, 'crazy': 2, 'these': 2, 'days': 2, 'this': 2, 'off': 2, 'man': 2, 'are': 2, 'can': 2, 'how': 2, 'before': 2, 'so': 2, 'in': 2, 'live': 2, 'almost': 2, 'weird': 2, 'we': 2, 'all': 2, 'have': 2, 'know': 1, 'hey': 1, 'stuff': 1, 'deep': 1, 'breath': 1, 'try': 1, 'again': 1, 'week': 1, 'ago': 1, 'spent': 1, 'life': 1, 'racing': 1, 'against': 1, 'time': 1, 'help': 1, 'today': 1, 'okay': 1, 'save': 1, 'people': 1, 'were': 1, 'running': 1, 'cassie': 1, 'until': 1, 'one': 1, 'moment': 1, 'changed': 1, 'everything': 1, 'welcome': 1, 'back': 1, 'land': 1, 'living': 1, 'don': 1, 't': 1, 'understand': 1, 's': 1, 'happening': 1, 'been': 1, 'having': 1, 'visions': 1, 'knew': 1, 'die': 1, 'seeing': 1, 'an': 1, 'emergency': 1, 'train': 1, 'kill': 1, 'going': 1, 'oh': 1, 'hell': 1, 'did': 1, 'coming': 1, 'not': 1, 'works': 1, 'seen': 1, 'ezekiel': 1, 'sims': 1, 'amazon': 1, 'with': 1, 'mom': 1, 'when': 1, 'researching': 1, 'spiders': 1, 'right': 1, 'died': 1, 'wait': 1, 'recognize': 1, 'building': 1, 'paramedic': 1, 'yeah': 1, 'ran': 1, 'over': 1, 'connected': 1, 'honestly': 1, 'like': 1, 'least': 1, 'thing': 1, 'happened': 1, 'day': 1, 'no': 1, 'idea': 1, 'those': 1, 'girls': 1, 'become': 1, 'run': 1, 'into': 1, 'change': 1, 'happens': 1, 'julia': 1, 'down': 1, 'scared': 1, 'different': 1, '♪where': 1, 'if': 1, 'trust': 1, 'ready': 1, 'now': 1, 'showing': 1, 'maybe': 1, 'little': 1}",0.0340429164089878,1715,49,"{'PERSON': 19, 'DATE': 5, 'GPE': 2, 'ORG': 2, 'TIME': 1}","[{'my': 0.021, 'on""\')': 0.021}, {'you': 0.061, '♪""\')': 0.051}, {'I': 0.037, 'the""\')': 0.025}]","['Action', 'Fantasy']"
YODHA,"{'the': 3, '.': 3, ""'s"": 3, 'and': 2, 'has': 2, 'ladies': 1, 'gentlemen': 1, ',': 1, 'plane': 1, 'eight': 1, 'emergency': 1, 'exits': 1, 'if': 1, 'you': 1, 'do': 1, ""n't"": 1, 'wish': 1, 'to': 1, 'fall': 1, 'out': 1, 'remain': 1, 'seated': 1, 'with': 1, 'your': 1, 'seat': 1, 'belts': 1, 'fastened': 1, 'there': 1, 'a': 1, 'storm': 1, 'up': 1, 'ahead': 1, 'pilot': 1, 'squawked': 1, '7500.': 1, 'it': 1, 'an': 1, 'official': 1, 'hijack': 1, 'now': 1, 'who': 1, 'on-flight': 1, 'commando': 1, '?': 1}",0.0,251,5,{'CARDINAL': 2},"[{""\\'s"": 0.081, 'There""\')': 0.046}, {'.': 0.032, 'has""\')': 0.032}, {'?': 0.049, 'commando""\')': 0.049}]","['Drama', 'Action']"
Scoop,"{'.': 28, ',': 17, 'the': 10, 'a': 7, 'you': 7, ""n't"": 6, 'it': 6, 'is': 6, 'i': 5, 'we': 5, '?': 4, 'this': 4, 'an': 3, 'that': 3, ""'s"": 3, ""'re"": 3, 'story': 3, 'get': 3, 'interview': 3, 'everything': 2, 'have': 2, 'in': 2, 'epstein': 2, 'palace': 2, 'us': 2, 'never': 2, 'people': 2, 'ca': 2, 'wo': 2, 'go': 2, 'away': 2, 'if': 2, 'do': 2, 'with': 2, 'respect': 2, 'know': 2, 'be': 2, 'all': 2, 'every': 2, 'hour': 1, 'of': 1, 'television': 1, 'can': 1, 'change': 1, 'three': 1, 'women': 1, 'and': 1, 'whippet': 1, 'would': 1, 'seen': 1, 'bbc': 1, 'studio': 1, 'when': 1, 'started': 1, 'allegations': 1, 'surrounding': 1, 'jeffrey': 1, 'include': 1, 'his': 1, 'friend': 1, 'prince': 1, 'andrew': 1, 'sam': 1, 'let': 1, 'start': 1, 'pushing': 1, 'want': 1, 'for': 1, 'chasing': 1, 'gon': 1, 'na': 1, 'work': 1, 'my': 1, 'job…': 1, 'booking': 1, 'just': 1, 'call': 1, 'up': 1, 'hello': 1, 'everyone': 1, 'problem': 1, 'looking': 1, 'at': 1, 'options': 1, 'there': 1, 'red': 1, 'line': 1, ""'ve"": 1, 'been': 1, 'smuggled': 1, 'into': 1, 'before': 1, 'question': 1, 'why': 1, 'how': 1, 'see': 1, 'spell': 1, 'out': 1, 'randy': 1, 'andy…': 1, '``': 1, ""''"": 1, 'has': 1, 'changed': 1, 'fbi': 1, 'are': 1, 'raiding': 1, 'home': 1, 'stay': 1, 'silent': 1, 'south': 1, 'drawing': 1, 'room': 1, 'two': 1, 'chairs': 1, 'six': 1, 'feet': 1, 'apart': 1, 'like': 1, 'western': 1, 'make': 1, 'no': 1, 'mistake': 1, 'tone': 1, 'right': 1, 'him': 1, ""'ll"": 1, 'your': 1, 'royal': 1, 'highness': 1, 'tomorrow': 1, 'night': 1, 'unprecedented': 1, 'will': 1, 'hear': 1, 'from': 1, 'duke': 1, 'himself': 1, 'thought': 1, 'went': 1, 'very': 1, 'well': 1, 'across': 1, 'world': 1, 'paper': 1, 'on': 1, 'news': 1, 'channel': 1, '!': 1, 'only': 1, 'going': 1, 'to': 1, 'bigger': 1, 'does': 1, 'matter': 1, 'yeah': 1, 'matters': 1}",0.1419642857142857,1213,33,"{'ORG': 5, 'PERSON': 4, 'CARDINAL': 2, 'PRODUCT': 1, 'QUANTITY': 1, 'TIME': 1}","[{'.': 0.048, 'This""\')': 0.022}, {'a': 0.031, 'the""\')': 0.026}, {',': 0.039, 'n\\\'t""\')': 0.025}]",['Drama']
Kingdom of the Planet of the Apes,"{'.': 12, '!': 11, '...': 8, 'noa': 7, 'gorilla': 6, '[': 6, ']': 6, 'i': 4, 'will': 4, 'raka': 3, 'you': 3, '♪♪': 3, 'humans': 3, 'apes': 3, ',': 3, 'them': 3, 'roar': 2, 'out': 2, 'find': 2, 'hi-yah': 2, 'side': 2, 'but': 2, 'is': 2, 'the': 2, 'law': 2, 'proximus': 2, 'caesar': 2, '?': 2, 'together': 2, 'growl': 1, 'spread': 1, 'right': 1, 'grunts': 1, 'grunt': 1, 'this': 1, 'way': 1, 'her': 1, 'know': 1, 'she': 1, 'here': 1, 'growls': 1, 'nova': 1, 'ape': 1, 'come': 1, 'smell': 1, 'hah': 1, 'there': 1, 'was': 1, 'a': 1, 'time': 1, 'when': 1, 'and': 1, 'lived': 1, 'by': 1, 'it': 1, 'ceases': 1, 'to': 1, 'exist': 1, 'hunt': 1, 'that': 1, 'wrong': 1, 'choose': 1, 'over': 1, 'mom': 1, 'run': 1, 'die': 1, 'he': 1, 'stole': 1, 'my': 1, 'village': 1, 'bring': 1, 'home': 1, 'we': 1, 'save': 1}",0.1875,609,25,"{'ORG': 4, 'PERSON': 4}","[{'!': 0.045, 'NOA""\')': 0.032}, {'.': 0.062, '...""\')': 0.062}, {'[': 0.09, 'GORILLA""\')': 0.057}]","['Science Fiction', 'Adventure', 'Action']"
Beverly Hills Cop: Axel F,"{'.': 16, ',': 8, 'you': 6, '?': 6, 'i': 5, 'it': 5, ""n't"": 3, 'the': 3, '!': 3, 'on': 2, 'and': 2, ""'m"": 2, 'get': 2, 'your': 2, 'out': 2, 'me': 2, '-axel': 2, 'so': 2, 'have': 2, 'pissed': 2, 'off': 2, 'far': 2, '-50-50': 2, 'almost': 1, 'admire': 1, 'still': 1, 'these': 1, 'streets': 1, 'running': 1, 'gunning': 1, 'just': 1, 'amazed': 1, 'does': 1, 'to': 1, 'watch': 1, 'ass': 1, 'there': 1, 'okay': 1, 'gon': 1, 'na': 1, 'be': 1, 'fine': 1, 'they': 1, 'love': 1, 'in': 1, 'beverly': 1, 'hills': 1, 'detective': 1, 'foley': 1, 'ever': 1, 'read': 1, 'own': 1, 'file': 1, 'shootouts': 1, 'disturbing': 1, 'peace': 1, ""'s"": 1, 'a': 1, 'lot': 1, 'please': 1, 'tell': 1, 'did': 1, 'arrested': 1, 'again': 1, 'twice': 1, 'but': 1, 'broke': 1, 'we': 1, 'put': 1, 'our': 1, 'lives': 1, 'line': 1, 'everyday': 1, 'for': 1, 'what': 1, 'comes': 1, 'with': 1, 'job': 1, 'if': 1, ""'re"": 1, 'doing': 1, 'right': 1, 'ya': 1, 'bitch': 1, 'axel': 1, 'how': 1, 'many': 1, 'people': 1, 'anybody': 1, '-yeah': 1, '-is': 1, 'that': 1, 'high': 1, '-so': 1, '-wow': 1}",0.2290079365079365,613,25,"{'GPE': 1, 'PERSON': 1}","[{'-Axel': 0.036, '-50-50""\')': 0.035}, {'!': 0.03, 'you""\')': 0.029}, {'.': 0.059, 'you""\')': 0.04}]","['Action', 'Comedy', 'Crime']"
Mean Girls,"{'.': 40, ',': 18, 'you': 12, '-': 8, '?': 7, 'to': 7, 'we': 6, '!': 5, 'what': 5, '’': 5, 'do': 5, 'i': 5, 'cady': 5, 'no': 4, 'that': 4, 'it': 4, 'the': 4, 'regina': 4, ""n't"": 4, 'her': 4, 'in': 4, 'be': 4, ""'re"": 4, 'a': 4, 'this': 4, 'oh': 3, 'look': 3, '...': 3, 'like': 3, 'and': 3, 'have': 3, 'make': 3, 'sure': 3, ""'s"": 3, '--': 2, 'was': 2, 's': 2, 'really': 2, 'if': 2, 'welcome': 2, 'will': 2, 'are': 2, 're': 2, 'going': 2, 'for': 2, 'just': 2, '(': 2, 'all': 2, ')': 2, 'is': 2, 'hell': 1, 'b': 1, 'move': 1, 'hey': 1, 'pg-13': 1, 'please': 1, 'lord': 1, 'queen': 1, 'bee': 1, 'george': 1, 'eye': 1, 'could': 1, 'hot': 1, 'change': 1, 'everything': 1, 'health': 1, 'human': 1, 'sexuality': 1, 'getting': 1, 'into': 1, 'abstinence': 1, 'of': 1, 'course': 1, 'then': 1, 'followed': 1, 'by': 1, 'spring': 1, 'condoms': 1, 'choking': 1, 'learning': 1, 'things': 1, 'now': 1, 'know': 1, 'how': 1, 'teach': 1, 'okay': 1, 'there': 1, 'concerned': 1, 'either': 1, 'doing': 1, 'drugs': 1, 'or': 1, 'having': 1, 'toilet': 1, 'baby': 1, 'ew': 1, 'as': 1, 'women': 1, 'able': 1, 'support': 1, 'each': 1, 'other': 1, 'get': 1, 'loser': 1, 'never': 1, 'believe': 1, 'found': 1, 'morning': 1, 'your': 1, 'burn': 1, 'book': 1, 'mom': 1, 'go': 1, 'snacks': 1, 'yeah': 1, 'gum': 1, 'any': 1, 'mess': 1, 'help': 1, 'screaming': 1, 'why': 1, 'dressed': 1, 'so': 1, 'scary': 1, 'halloween': 1, 'dress': 1, 'slutty': 1, 'slut': 1, 'shaming': 1, 'us': 1, 'unprofessional': 1, 'pay': 1, ""'ve"": 1, 'done': 1, 'hotter': 1, 'revived': 1, 'wet': 1, 'dance': 1, 'break': 1, 'who': 1, 'wrote': 1, 'junk': 1, 'crowd': 1, 'gasping': 1, 'pushed': 1, 'should': 1, 'lifting': 1, 'through': 1, 'glutes': 1, 'ugh': 1, 'at': 1, 'thing': 1, 'can': 1, 't': 1, 'even': 1, 'see': 1, 'sexy': 1, 'face': 1, 'breast': 1, 'je': 1, ""m'appelle"": 1, 'incorrect': 1, 'pick': 1, 'french': 1, 'name': 1, 'chanel': 1, 'celine': 1, 'dion': 1, 'beyoncé': 1}",0.2487745098039215,1371,52,"{'PERSON': 8, 'DATE': 2, 'LOC': 2, 'TIME': 1, 'NORP': 1, 'ORG': 1}","[{',': 0.057, '?""\')': 0.025}, {'to': 0.05, 'You""\')': 0.023}, {',': 0.038, '-""\')': 0.032}]",['Comedy']
Barbie,"{'.': 39, 'to': 12, 'the': 12, 'i': 10, ',': 9, 'a': 9, '?': 8, 'is': 8, 'have': 7, 'you': 7, 'and': 6, 'this': 6, 'do': 5, 'barbie': 4, '...': 4, '!': 4, 'world': 4, 'one': 4, 'doctor': 4, 'can': 3, ""n't"": 3, 'with': 3, 'so': 3, 'day': 3, 'ever': 3, 'that': 3, 'are': 3, 'real': 3, 'am': 3, 'your': 2, 'planned': 2, 'just': 2, 'best': 2, 'it': 2, 'now': 2, 'until': 2, 'forever': 2, 'about': 2, 'things': 2, 'be': 2, 'my': 2, 'on': 2, '-you': 2, 'go': 2, 'back': 2, 'know': 2, 'okay': 2, 'fine': 2, '-closer': 2, ""'m"": 2, ""'s"": 2, 'at': 2, 'me': 2, 'in': 2, 'we': 2, 'no': 2, 'get': 2, '-but': 2, '-no': 2, 'hey': 1, 'come': 1, 'house': 1, 'tonight': 1, 'sure': 1, 'anything': 1, 'big': 1, 'giant': 1, 'blowout': 1, 'party': 1, 'all': 1, 'barbies': 1, 'choreography': 1, 'bespoke': 1, 'song': 1, 'should': 1, 'stop': 1, 'by': 1, 'cool': 1, 'yesterday': 1, 'tomorrow': 1, 'every': 1, 'from': 1, 'guys': 1, 'think': 1, 'dying': 1, 'some': 1, 'been': 1, 'happening': 1, 'might': 1, 'related': 1, 'cold': 1, 'shower': 1, 'falling': 1, 'off': 1, 'roof': 1, 'heels': 1, 'ground': 1, 'flat': 1, 'feet': 1, '-what': 1, 'regular': 1, 'life': 1, 'or': 1, 'truth': 1, 'universe': 1, 'choice': 1, 'yours': 1, 'first': 1, 'high': 1, 'heel': 1, 'want': 1, 'again': 1, 'closer': 1, '--': 1, 'coming': 1, 'what': 1, 'going': 1, 'why': 1, 'these': 1, 'men': 1, 'looking': 1, 'yeah': 1, 'they': 1, ""'re"": 1, 'also': 1, 'staring': 1, 'impossible': 1, 'if': 1, 'got': 1, 'out': 1, 'could': 1, 'mean': 1, 'extremely': 1, 'weird': 1, 'for': 1, 'our': 1, 'would': 1, 'catastrophic': 1, 'played': 1, 'since': 1, 'were': 1, 'like': 1, 'five': 1, 'years': 1, 'old': 1, 'rests': 1, 'doll': 1, 'box': 1, 'humans': 1, 'only': 1, 'ending': 1, 'ideas': 1, 'live': 1, 'wo': 1, 'let': 1, 'appendectomy': 1, 'man': 1, 'not': 1, '-can': 1, 'talk': 1, 'talking': 1, '-i': 1, 'need': 1, 'clicky': 1, 'pen': 1, '-and': 1, 'sharp': 1, 'thing': 1, '-there': 1, 'he': 1, '-somebody': 1, 'security': 1}",0.1263582251082251,1510,51,"{'PERSON': 4, 'ORG': 4, 'DATE': 3, 'TIME': 1, 'ORDINAL': 1, 'CARDINAL': 1}","[{'I': 0.041, ',""\')': 0.032}, {'the': 0.033, 'to""\')': 0.032}, {'a': 0.027, 'The""\')': 0.021}]","['Comedy', 'Adventure']"
I Saw The TV Glow,"{'.': 21, 'i': 9, 'you': 9, '?': 9, 'the': 9, 'it': 8, ""'s"": 6, 'a': 5, 'was': 5, ',': 5, 'do': 4, 'tv': 4, 'that': 4, 'like': 4, 'know': 3, 'this': 3, 'na': 3, 'we': 3, 'to': 3, ""'re"": 3, 'maddy': 3, 'is': 3, ""n't"": 2, 'show': 2, 'watch': 2, '``': 2, 'pink': 2, 'opaque': 2, ""''"": 2, 'each': 2, 'they': 2, 'other': 2, 'if': 2, 'gon': 2, 'of': 2, 'our': 2, 'real': 2, 'life': 2, 'all': 2, 'girls': 2, 'right': 2, 'what': 2, 'destiny': 2, 'how': 2, 'else': 2, 'might': 1, 'sound': 1, 'crazy': 1, 'wan': 1, 'alarm': 1, 'remember': 1, 'used': 1, 'together': 1, 'called': 1, '...': 1, 'yeah': 1, 'episode': 1, 'help': 1, 'fight': 1, 'new': 1, 'monster': 1, 'from': 1, 'across': 1, 'county': 1, 'but': 1, 'way': 1, 'too': 1, 'scary': 1, 'for': 1, 'most': 1, 'kids': 1, 'defeat': 1, ""'em"": 1, 'time': 1, 'need': 1, 'harness': 1, 'full': 1, 'potential': 1, 'shared': 1, 'powers': 1, 'sometimes': 1, 'feels': 1, 'more': 1, 'than': 1, 'are': 1, 'sure': 1, 'totally': 1, 'fine': 1, 'about': 1, 'think': 1, 'shows': 1, '(': 1, 'chuckles': 1, ')': 1, 'can': 1, 'have': 1, 'something': 1, 'wrong': 1, 'supposed': 1, 'feel': 1, 'tell': 1, 'me': 1, 'true': 1, 'just': 1, 'suburbs': 1, 'seems': 1, 'always': 1, 'somewhere': 1, 'lately': 1, 'disappeared': 1, 'without': 1, 'trace': 1, 'found': 1, 'her': 1, 'set': 1, 'burning': 1, 'in': 1, 'backyard': 1, 'told': 1, 'myself': 1, 'made': 1, 'choice': 1, 'really': 1, 'someone': 1, 'very': 1, 'far': 1, 'away': 1, 'on': 1, 'side': 1, 'television': 1, 'screen': 1}",0.0876857864357864,1073,30,{'WORK_OF_ART': 2},"[{'it': 0.047, ',""\')': 0.031}, {'we': 0.027, 'to""\')': 0.027}, {'.': 0.055, '?""\')': 0.052}]","['Drama', 'Horror']"
Avatar: The Last Airbender,"{'.': 18, 'the': 14, 'world': 6, 'you': 5, ',': 5, 'i': 5, 'it': 4, 'do': 4, 'fire': 3, 'nation': 3, 'is': 3, 'and': 3, 'needs': 3, 'avatar': 3, ""'s"": 3, 'gon': 3, 'na': 3, 'have': 3, 'of': 3, ""'m"": 3, 'a': 2, 'path': 2, 'aang': 2, 'need': 2, 'my': 2, ""n't"": 2, 'what': 2, 'embarked': 1, 'on': 1, 'dark': 1, 'might': 1, 'never': 1, 'recover': 1, 'destroyed': 1, 'everything': 1, 'in': 1, 'their': 1, 'if': 1, 'any': 1, 'chance': 1, 'right': 1, 'there': 1, 'goes': 1, 'savior': 1, ""'ve"": 1, 'chased': 1, 'down': 1, 'every': 1, 'hint': 1, 'destiny': 1, 'not': 1, 'someone': 1, 'who': 1, 'can': 1, 'stop': 1, 'want': 1, 'responsibility': 1, 'to': 1, 'this': 1, 'alone': 1, 'me': 1, 'katara': 1, 'flying': 1, 'ball': 1, 'fur': 1, 'more': 1, '?': 1, 'remember': 1, 'we': 1, ""'re"": 1, 'really': 1, 'fighting': 1, 'for': 1, 'ones': 1, 'we…': 1, 'love': 1, 'save': 1, 'with': 1, 'friends': 1}",0.1966931216931217,671,19,"{'PERSON': 2, 'PRODUCT': 2, 'ORG': 1, 'FAC': 1}","[{'the': 0.059, 'do""\')': 0.048}, {'the': 0.05, 'I""\')': 0.032}, {'.': 0.046, 'a""\')': 0.046}]","['Animation', 'Action', 'Adventure', 'Fantasy']"
The Truth vs. Alex Jones,"{'.': 47, ':': 15, 'a': 12, 'it': 12, 'the': 12, 'is': 11, 'you': 10, ',': 10, 'and': 10, ""'s"": 9, 'speaker': 8, 'jones': 7, 'i': 7, 'to': 7, 'this': 7, 'that': 6, 'of': 5, 'people': 4, 'truth': 4, 'believe': 4, 'alex': 3, 'for': 3, 'in': 3, 'they': 3, 'infowars': 3, 'was': 3, 'tell': 3, 'not': 3, 'need': 3, 'so': 2, 'us': 2, 'shooting': 2, 'after': 2, 'our': 2, 'then': 2, 'staged': 2, 'when': 2, 'turned': 2, 'most': 2, 'being': 2, 'but': 2, 'more': 2, 'than': 2, 'he': 2, 'story': 2, 'what': 2, ""n't"": 2, '?': 2, 'all': 2, 'these': 2, 'getting': 2, 'show': 2, ""'re"": 2, '6': 2, 'have': 2, 'thank': 1, 'much': 1, 'joining': 1, 'there': 1, 'reported': 1, 'school': 1, 'connecticut': 1, 'said': 1, '``': 1, 'are': 1, 'going': 1, 'come': 1, 'guns': 1, 'look': 1, 'mass': 1, 'shootings': 1, ""''"": 1, 'magically': 1, 'happened': 1, 'world': 1, 'upside': 1, 'down': 1, 'again': 1, 'polarizing': 1, 'figure': 1, 'nation': 1, 'hard': 1, 'white': 1, 'person': 1, 'thought': 1, 'as': 1, 'fringe': 1, 'organization': 1, 'at': 1, 'its': 1, 'height': 1, 'were': 1, 'watching': 1, 'cnn': 1, 'unlike': 1, 'controlled': 1, 'media': 1, 'try': 1, 'government': 1, 'will': 1, 'during': 1, 'increased': 1, 'radiation': 1, 'levels': 1, 'iodine': 1, '2': 1, 'some': 1, 'into': 1, 'supplement': 1, 'got': 1, 'parents': 1, 'method': 1, 'acting': 1, 'green': 1, 'screens': 1, 'lies': 1, 'real': 1, 'do': 1, 'mean': 1, 'did': 1, 'happen': 1, '3': 1, 'started': 1, 'less': 1, '48': 1, 'hours': 1, 'grew': 1, 'exponentially': 1, 'we': 1, 'analyze': 1, 'videos': 1, 'now': 1, '4': 1, 'emails': 1, 'letters': 1, 'threatening': 1, '5': 1, 'contagion': 1, 'spreading': 1, 'billions': 1, 'only': 1, 'worse': 1, 'filed': 1, 'lawsuit': 1, 'against': 1, '-bailiff': 1, 'rise': 1, '-jones': 1, 'trial': 1, 'egregious': 1, 'case': 1, 'defamation': 1, 'american': 1, 'history': 1, 'seventy-five': 1, 'million': 1, 'sandy': 1, 'hook': 1, '-was': 1, '-': 1, '(': 1, 'sighs': 1, ')': 1, 'fed': 1, 'manipulated': 1, 'everything': 1, 'say': 1, 'true': 1, 'let': 1, 'talk': 1, 'about': 1, ""'"": 1, 'business': 1, 'model': 1, 'put': 1, 'out': 1, 'gets': 1, 'attention': 1, 'go': 1, 'infowarsstore.com': 1, '7': 1, 'actually': 1, 'an': 1, 'infomercial': 1, 'right': 1, 'families': 1, 'been': 1, 'hunted': 1, 'rich': 1, 'off': 1, 'just': 1, 'obvious': 1, 'doing': 1, 'how': 1, 'runs': 1, 'his': 1, 'empire': 1, 'needs': 1, 'be': 1, 'stopped': 1, 'judge': 1, 'must': 1, 'while': 1, 'testify': 1, 'told': 1, 'kangaroo': 1, 'court': 1, 'political': 1, 'action': 1, 'witch': 1, 'hunt': 1, 'your': 1, 'ladies': 1, 'gentlemen': 1, 'jury': 1, 'reached': 1, 'verdict': 1, 'hope': 1, 'accomplish': 1, 'era': 1, 'please': 1}",0.0910135582010581,2083,49,"{'PERSON': 9, 'CARDINAL': 9, 'ORG': 3, 'GPE': 1, 'TIME': 1, 'NORP': 1}","[{':': 0.035, 'a""\')': 0.021}, {'is': 0.04, 'a""\')': 0.031}, {""\\'s"": 0.019, 'I""\')': 0.018}]",['Documentary']
#Martin,"{'...': 3, 'i': 3, '!': 3, 'is': 3, 'am': 2, 'and': 2, 'you': 2, 'strong': 2, 'such': 1, 'a': 1, 'cruel': 1, 'man': 1, 'seeing': 1, 'for': 1, 'the': 1, 'first': 1, 'time': 1, 'what': 1, 'more': 1, 'dangerous': 1, 'than': 1, 'that': 1, 'he': 1, 'an': 1, 'indian': 1, 'think': 1, 'are': 1, 'know': 1}",0.0053571428571428,166,5,"{'ORDINAL': 1, 'NORP': 1}","[{'is': 0.064, 'I""\')': 0.064}, {'am': 0.059, 'time""\')': 0.059}, {'man': 0.035, 'cruel""\')': 0.035}]","['Drama', 'History']"
The Sympathizer,"{'.': 20, 'the': 13, ':': 12, 'you': 10, 'i': 8, 'speaker': 7, 'to': 6, '?': 6, '(': 6, ')': 6, ',': 6, 'of': 5, 'captain': 5, 'in': 5, 'are': 4, '♪': 4, 'a': 4, '!': 4, 'speaking': 4, 'vietnamese': 4, 'what': 3, 'was': 3, 'so': 3, 'do': 3, 'on': 3, 'your': 3, 'our': 3, 'welcome': 2, 'world': 2, 'concealing': 2, 'music': 2, 'did': 2, 'can': 2, 'we': 2, 'america': 2, 'with': 2, 'be': 2, 'let': 2, ""'s"": 2, 'get': 2, 'it': 2, 'classified': 2, 'how': 2, ""n't"": 2, 'this': 2, 'spy': 1, 'craft': 1, 'curious': 1, 'plays': 1, 'biracial': 1, 'bilingual': 1, 'synthesis': 1, 'incompatibilities': 1, 'spycraft': 1, 'saigon': 1, '1975.': 1, 'man': 1, 'two': 1, 'faces': 1, 'only': 1, 'one': 1, 'trust': 1, 'war': 1, 'ending': 1, 'and': 1, 'awaited': 1, 'my': 1, 'new': 1, 'assignment': 1, '-my': 1, 'protégé': 1, '-jesus': 1, 'where': 1, 'going': 1, 'next': 1, 'harbor': 1, 'cia': 1, 'voyage': 1, 'by': 1, 'time': 1, ""'m"": 1, 'through': 1, ""'ll"": 1, 'able': 1, 'blend': 1, 'harvard': 1, 'rowing': 1, 'crew': 1, 'down': 1, 'funky': 1, '2': 1, 'play': 1, 'part': 1, 'without': 1, 'flaw': 1, '3': 1, 'old': 1, 'friend': 1, 'sent': 1, 'could': 1, 'mole': 1, 'remember': 1, 'mission': 1, '4': 1, ""there's"": 1, 'communist': 1, 'sleeper': 1, 'agent': 1, 'right': 1, 'under': 1, 'nose': 1, 'believe': 1, 'or': 1, 'not': 1, 'name': 1, 'came': 1, 'up': 1, 'once': 1, '5': 1, '6': 1, 'success': 1, 'any': 1, 'operation': 1, 'rests': 1, 'largely': 1, 'manages': 1, 'remain': 1, 'agree': 1, 'intensifies': 1, 'become': 1, 'waste': 1, 'them': 1, 'know': 1, 'if': 1, 'go': 1, 'like': 1, '7': 1}",-0.0248588829471182,1254,32,"{'CARDINAL': 6, 'ORG': 5, 'GPE': 4, 'PERSON': 3, 'DATE': 1, 'NORP': 1}","[{'!': 0.039, 'the""\')': 0.031}, {':': 0.056, 'SPEAKER""\')': 0.035}, {'you': 0.042, '.""\')': 0.035}]","['Action', 'Drama', 'Thriller']"
